University Name ,State,PercentUndergradMenEnrolled,NPercentUndergradMenEnrolled,PercentUndergradWomenEnrolled,NPercentUndergradWomenEnrolled,PercentUndergradOtherGenderEnrolled,NPercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,NTotalUndergraduateEnrolled,PercentGraduateMenEnrolled,NPercentGraduateMenEnrolled,PercentGraduateWomenEnrolled,NPercentGraduateWomenEnrolled,PercentGraduateOtherGenderEnrolled,NPercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,NTotalGraduateEnrolled,PercentMenEnrolled,NPercentMenEnrolled,PercentWomenEnrolled,NPercentWomenEnrolled,TotalAllStudentsEnrolled,NTotalAllStudentsEnrolled,PercentNonResidentUndergrad,NPercentNonResidentUndergrad,PercentHispanicUndergrad,NPercentHispanicUndergrad,PercentBlackUndergrad,NPercentBlackUndergrad,PercentWhiteUndergrad,NPercentWhiteUndergrad,PercentNativeAmericanUndergrad,NPercentNativeAmericanUndergrad,PercentAsianUndergrad,NPercentAsianUndergrad,PercentPacificIslanderUndergrad,NPercentPacificIslanderUndergrad,Percent2016CohortGotPellGrants,NPercent2016CohortGotPellGrants,TotalSixYearGraduation Rate %2016Cohort,NTotalSixYearGraduation Rate %2016Cohort,RetentionRateUndergradFirstYear%,NRetentionRateUndergradFirstYear%,PercentFTFYMenApplied,NPercentFTFYMenApplied,PercentFTFYWomenApplied,NPercentFTFYWomenApplied,PercentFTFYOtherGenderApplied,NPercentFTFYOtherGenderApplied,FTFYTotalApplied,NFTFYTotalApplied,PercentFTFYMenAdmitted,NPercentFTFYMenAdmitted,PercentFTFYWomenAdmitted,NPercentFTFYWomenAdmitted,PercentOtherGenderAdmitted,NPercentOtherGenderAdmitted,FTFYTotalAdmitted,NFTFYTotalAdmitted,PercentFTFYMenEnrolled,NPercentFTFYMenEnrolled,PercentFTFYWomenEnrolled,NPercentFTFYWomenEnrolled,PercentFTFYOtherGenderEnrolled,NPercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,NFTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,NFTFYGPAAvg,ResidentApplicationFee(inDollars),NResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,PercentTransferMenEnrolled,NPercentTransferMenEnrolled,PercentTransferWomenEnrolled,NPercentTransferWomenEnrolled,PercentEnrolledStudentsTransfer,NPercentEnrolledStudentsTransfer,PercentUndergradOutOfState,NPercentUndergradOutOfState,PercentUndergradOnCampus,NPercentUndergradOnCampus,PercentUndergradOffCampus,NPercentUndergradOffCampus,AverageUndergradStudentAge,NAverageUndergradStudentAge,InStateTuitionCost,NInStateTuitionCost,OutStateTuitionCost,NOutStateTuitionCost,NonresidentTuitionCost,NNonresidentTuitionCost,TotalNeedBasedScholarship,NTotalNeedBasedScholarship,TotalNonNeedScholarship,NTotalNonNeedScholarship,PercentUndergradApplyForNeedBasedFinancialAid,NPercentUndergradApplyForNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,NPercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,NPercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,NPercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NAvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,NNoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,NAvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,NPercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NFirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,NNonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,NAvgAmountAwardedNonresidentStudents,Student/FacultyRatio,NStudent/FacultyRatio,Current Minimum Wage,NCurrent Minimum Wage,Preemption,PreemptionCat,NPreemption,Hypertension,NHypertension,Cardiovascular Disease,NCardiovascular Disease,Avoided Care Due To Cost,NAvoided Care Due To Cost,Drug Deaths (per 100.000),NDrug Deaths (per 100.000),Suicide (per 100.000),NSuicide (per 100.000),High Cholesterol,NHigh Cholesterol,Depression Women,NDepression Women,Multiple Chronic Conditions,NMultiple Chronic Conditions,Income Inequality,NIncome Inequality,Violent Crime Rate (per 100.000),NViolent Crime Rate (per 100.000),Child Mortality,NChild Mortality,Infant Mortality (per 100.000),NInfant Mortality (per 100.000),Percent Black,NPercent Black,Percent White,NPercent White,Median Wage,NMedian Wage,Cost Of Living Index,NCost Of Living Index,Housing Insecurity,NHousing Insecurity,Food Insecurity,NFoodInsecurity
University of Georgia,Georgia,41.94504135,-0.873159655,58.05495865,0.8750323,0,-0.256262197,30714,0.476662561,37.98645507,-0.784314035,62.01354493,0.852277602,0,-0.248704113,9893,0.270643234,40.98061911,-0.918350944,59.01938089,0.924902414,40607,0.483243865,0.903785062,-1.003992734,5.526140813,-0.525785566,4.703622528,-0.219290685,51.20545719,0.60989794,0.046789962,-0.416253974,9.13881843,0.099802145,0.041864703,-0.127499759,20.3295686,-0.583191242,88.11,1.206504221,94.3,1.128153053,41.2715353,-0.514111856,58.7284647,0.526975215,0,-0.24365733,39354,0.043173264,36.75433353,-1.057904625,63.24566647,1.12280508,0,-0.246166294,16730,-0.432382923,60.39376119,1.641029554,100,4.047727928,0,-0.241001764,3911,-0.539953519,GEDorHSDiplomaAccepted,Yes,4.12,1.729523457,70,0.84473781,Yes,52.81733746,0.631698926,47.12074303,-0.600655176,5.258188448,-0.348678825,15,-0.495567965,35,0.334698846,65,-0.274749027,20,-0.952089623,9790,-0.300342816,28830,-0.361464056,28830,-0.384438589,104029787,-0.219751479,142370248,2.327449687,69.93026403,-0.111800356,45.4356023,-1.101457565,31.77323665,-0.88789691,75.7,0.790426509,10659,-0.194250734,1283,-0.809860718,3024,-1.065256301,36,-1.115017275,22532,-0.795121083,0,-0.679681185,0,-1.143222491,17,-0.263833721,7.25,-0.965252481,1,Yes,0.785275994,0.37,0.767112389,0.09,0.225779655,0.16,2.173978567,17.8,-0.965190526,14.1,-0.228918339,0.37,0.489712906,0.18,-0.759754128,0.1,-0.136292283,4.89,0.128951961,400,0.085912477,29.7,0.361167925,7,1.055486676,0.32,1.891634574,0.58,-1.661852499,58000,-0.201577592,91,-0.708469704,0.16,0.406540467,0.1,-0.307242104
University of Hawaii at Manoa,Hawaii,39.55486688,-1.269535946,60.44513312,1.268961193,0,-0.256262197,14198,-0.991359761,37.69483183,-0.818634802,62.30516817,0.884580826,0,-0.248704113,4876,-0.706366901,39.07937507,-1.222237259,60.92062493,1.226962823,19074,-1.000544819,2.920205515,-0.160966335,1.751074761,-0.858166647,1.336898396,-0.759022695,18.05599245,-1.356867686,0.398448149,0.101989894,25.44825417,2.280693376,12.12645486,9.832277923,57.18002081,2.512956951,62.3,-0.765136466,78.8,-1.043712832,30.44692737,-2.251517208,69.55307263,2.117597885,0,-0.24365733,18974,-0.71018665,31.02049685,-2.066377442,68.97950315,2.150178142,0,-0.246166294,13807,-0.716321872,38.585209,-0.903254934,61.414791,0.544836985,0,-0.241001764,3110,-0.868444195,GEDorHSDiplomaAccepted,Yes,3.69,-0.21362285,70,0.84473781,Yes,37.25085911,-1.739419,62.74914089,1.755187195,10.24792224,1.563895309,37,0.868794351,20,-0.890714829,80,0.856704954,21,-0.004879567,11304,0.165704451,33336,0.215834256,33336,0.191936259,47266970,-0.929018443,19007787,-0.589539432,96.17718447,2.173092504,52.38395674,-0.5596638,50.3814147,0.62983101,71.7,0.523602227,11118,-0.097766599,3693,0.044069061,12778,1.684562552,42,-0.56525072,23479,-0.629313673,357,0.302571519,20516,1.240580514,13.5,-1.422935844,10.1,0.105458273,0,No,-1.260574622,0.3,-0.858602858,0.07,-0.891829638,0.05,-1.771792532,19.6,-0.782681027,13,-0.50286567,0.35,-0.416484808,0.11,-3.110243463,0.06,-1.877316284,4.49,-0.816695751,254,-1.157109489,19.6,-1.233232994,6,0.167694145,0.04,-1.121934989,0.42,-3.301961133,61420,0.229077008,179,4.813258749,0.18,1.211490591,0.09,-0.797838368
University of Illinois Chicago,Illinois,46.89319943,-0.052578324,53.10680057,0.059517591,0,-0.256262197,21807,-0.315034873,39.72361809,-0.579869538,60.27638191,0.659851354,0,-0.248704113,11940,0.669275833,44.3565354,-0.378759634,55.6434646,0.388553247,33747,0.010537304,4.865617685,0.652372875,23.27021661,1.036516925,4.868580911,-0.192845595,14.95540344,-1.54082637,0.026669037,-0.445906479,13.46786381,0.678680364,0.014816132,-0.149792427,58.300214,2.607074768,62,-0.788053638,78.3,-1.113773022,42.53034547,-0.312066337,57.46965453,0.341999278,0,-0.24365733,23562,-0.540588255,40.17043309,-0.457077685,59.82956691,0.51071777,0,-0.246166294,18541,-0.25646317,45.33459001,-0.115841571,54.66540999,-0.067893806,0,-0.241001764,4244,-0.40338998,GEDorHSDiplomaAccepted,Yes,3.47,-1.207790728,60,0.321074421,Yes,45.68720379,-0.454377666,54.31279621,0.483483056,9.675792177,1.344596804,4,-1.177749123,13,-1.462574545,87,1.384716812,21,-0.004879567,11178,0.126918483,26200,-0.69841358,26200,-0.72084912,160982152,0.49188394,3680808,-0.951956253,81.79237632,0.920841006,81.16013882,1.684141717,66.38280616,1.934943122,54,-0.657095224,13069,0.312343527,1111,-0.870805084,6899,0.027172247,58,0.900793425,28208,0.198672853,134,-0.310992495,4094,-0.66753086,18,0.067338314,12,0.819265443,0,No,-1.260574622,0.3,-0.858602858,0.08,-0.333024991,0.1,0.021739786,28,0.069029968,10.8,-1.050760332,0.32,-1.775781377,0.17,-1.095538319,0.09,-0.571548283,4.97,0.318081503,426,0.307272553,25.1,-0.36499487,6.1,0.256473398,0.16,0.169594824,0.75,0.080762925,63930,0.545142226,90.8,-0.721019087,0.16,0.406540467,0.09,-0.797838368
University of Illinois Urbana-Champaign,Illinois,54.07861066,1.139019482,45.92138934,-1.124722778,0,-0.256262197,34779,0.837979511,55.75407733,1.306734731,44.24592267,-1.115849078,0,-0.248704113,21828,2.594864077,54.72468069,1.278438181,45.27531931,-1.258687267,56607,1.585766456,8.371756143,2.118221565,8.468917272,-0.26668461,3.692122882,-0.381447938,24.58353207,-0.969587208,0.022965358,-0.451364645,13.08318759,0.627241614,0.022965358,-0.143076065,21.90312335,-0.450982317,84.88,0.95976267,93.5,1.016056749,56.4978043,1.929782778,43.36351985,-1.730827539,0,-0.24365733,47593,0.34773324,51.29776369,1.50000813,48.5508012,-1.510180402,0,-0.246166294,28395,0.700750105,53.65530531,0.854890767,46.22425629,-0.834209231,0,-0.241001764,8303,1.261208838,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,50,-0.202588968,Yes,52.60663507,0.599604305,46.99842022,-0.619094254,3.640127663,-0.968884498,16,-0.433551496,50,1.560112522,50,-1.406203009,21,-0.004879567,12254,0.458138338,29704,-0.249489194,30594,-0.1588005,219735132,1.226018536,22369877,-0.510040532,61.84701771,-0.815477264,66.16603081,0.514985149,40.92171679,-0.141724786,71,0.476907977,17443,1.231780581,3749,0.063911413,5997,-0.227116927,44,-0.381995202,23662,-0.597272748,92,-0.426551637,6749,-0.359040073,21,1.060854419,12,0.819265443,0,No,-1.260574622,0.3,-0.858602858,0.08,-0.333024991,0.1,0.021739786,28,0.069029968,10.8,-1.050760332,0.32,-1.775781377,0.17,-1.095538319,0.09,-0.571548283,4.97,0.318081503,426,0.307272553,25.1,-0.36499487,6.1,0.256473398,0.16,0.169594824,0.75,0.080762925,63930,0.545142226,90.8,-0.721019087,0.16,0.406540467,0.09,-0.797838368
Indiana University Bloomington,Indiana,50.34492428,0.519840933,49.65507572,-0.509367304,0,-0.256262197,35660,0.916287071,53.37152931,1.026335699,46.62847069,-0.851933274,0,-0.248704113,11345,0.553405586,51.07541751,0.695156331,48.92458249,-0.678910075,47005,0.924115086,4.039995745,0.307196307,6.203595362,-0.466138113,3.174130412,-0.464489229,51.20519094,0.609882143,0.029784066,-0.441315815,6.909903202,-0.198247508,0.014892033,-0.149729872,18.7353018,-0.717140379,81.12,0.672534116,89.86,0.506018567,47.21645367,0.440078176,52.78354633,-0.346601176,0,-0.24365733,50080,0.439666808,46.81624346,0.711793958,53.18375654,-0.680060226,0,-0.246166294,41272,1.951616286,50.19515201,0.451213609,49.80484799,-0.509151455,0,-0.241001764,9736,1.848883169,GEDorHSDiplomaAccepted,Yes,3.76,0.102703293,65,0.582906116,Yes,52.8330781,0.634096572,47.1669219,-0.59369412,1.831183399,-1.662256159,40.29,1.072828534,34.45,0.289767012,65.55,-0.233262381,20,-0.952089623,10012.1,-0.231974852,37685.04,0.773023215,37685.04,0.748233921,136254082,0.182899924,100624104,1.340333778,60.33705267,-0.946925383,49.36999952,-0.794675304,29.78840261,-1.049784765,66.5,0.176730659,13406,0.383182642,9920,2.250467708,7717,0.257780389,39.9,-0.757669014,28449,0.240868825,579,0.913384125,11675,0.213323624,17,-0.263833721,7.25,-0.965252481,1,Yes,0.785275994,0.35,0.302622319,0.09,0.225779655,0.09,-0.336966678,35.2,0.799067963,15.4,0.094837598,0.36,0.036614049,0.24,1.254951016,0.12,0.734219717,4.23,-1.431366763,358,-0.271669184,31.3,0.613746288,6.6,0.700369664,0.11,-0.368542598,0.83,0.900817242,53500,-0.768228381,91.5,-0.677096247,0.13,-0.800884719,0.1,-0.307242104
Purdue University,Indiana,57.10295396,1.640563614,42.89704604,-1.623170161,0,-0.256262197,37949,1.119744512,58.60069579,1.641749622,41.39930421,-1.431170153,0,-0.248704113,12935,0.863042045,57.48368839,1.719425591,42.51631161,-1.697024996,50884,1.191407906,8.348400283,2.108456932,4.922962031,-0.578893303,1.859130571,-0.675301722,45.29321594,0.259123261,0.055027121,-0.404114751,9.541309645,0.15362311,0.039305086,-0.129609323,16.50525733,-0.904507094,84,0.892538966,91,0.6657558,61.25254359,2.692942935,38.74745641,-2.409135261,0,-0.24365733,68309,1.113513612,52.81289068,1.766490151,47.18710932,-1.754522957,0,-0.246166294,35995,1.439010801,54.98182596,1.009648675,45.01817404,-0.943701306,0,-0.241001764,9354,1.692224694,GEDorHSDiplomaAccepted,Yes,3.74,0.012324395,60,0.321074421,Yes,51.07731305,0.366654837,48.92268695,-0.329028111,2.079106169,-1.567226906,46.9,1.482757393,42,0.906558562,58,-0.802760885,20,-0.952089623,9208,-0.47949705,28010,-0.466520561,30010,-0.233501545,117618172,-0.049960882,42103697,-0.043420964,50.94350064,-1.764669317,51.24375407,-0.648570418,26.10536218,-1.350182433,65,0.076671553,12378,0.167091812,2950,-0.219196427,5631,-0.330298566,39,-0.840133997,30861,0.663178722,0,-0.679681185,0,-1.143222491,14,-1.257349827,7.25,-0.965252481,1,Yes,0.785275994,0.35,0.302622319,0.09,0.225779655,0.09,-0.336966678,35.2,0.799067963,15.4,0.094837598,0.36,0.036614049,0.24,1.254951016,0.12,0.734219717,4.23,-1.431366763,358,-0.271669184,31.3,0.613746288,6.6,0.700369664,0.11,-0.368542598,0.83,0.900817242,53500,-0.768228381,91.5,-0.677096247,0.13,-0.800884719,0.1,-0.307242104
Iowa State University,Iowa,55.75056456,1.416289152,44.24943544,-1.400280466,0,-0.256262197,25241,-0.009804269,49.59813875,0.582250184,50.40186125,-0.43395328,0,-0.248704113,4728,-0.735188408,54.77993927,1.287270465,45.22006073,-1.267466481,29969,-0.249795843,2.776202075,-0.221171388,5.976175381,-0.486161629,2.218959592,-0.617616199,64.71020054,1.411137575,0.140144816,-0.278675546,3.680469819,-0.63008605,0.056725283,-0.115252089,19.9283621,-0.616900321,74,0.128633237,85.76,-0.06847499,52.90387335,1.352938342,47.09612665,-1.182339406,0,-0.24365733,21919,-0.601322815,52.52831715,1.716439079,47.47168285,-1.703533856,0,-0.246166294,19776,-0.136495807,55.56913408,1.078166701,44.43086592,-0.99701905,0,-0.241001764,5728,0.205199487,GEDorHSDiplomaAccepted,Yes,3.7,-0.168433401,40,-0.726252356,Yes,54.37454808,0.868896443,45.62545192,-0.826057049,5.479180698,-0.263972089,38,0.93081082,31,0.007921866,69,0.026972034,20,-0.952089623,8678,-0.642644376,25162,-0.831399743,26930,-0.627472813,136405369,0.184790297,63567133,0.464096547,79.463988,0.718146071,59.87936008,0.024785774,47.58252751,0.401547014,77,0.877144401,9862,-0.361784189,9904,2.244798465,4648,-0.607423021,57,0.809165666,29454,0.416831282,348,0.277808846,11572,0.201355808,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.31,-0.626357823,0.08,-0.333024991,0.06,-1.413086069,14.2,-1.330209523,17.8,0.692540865,0.35,-0.416484808,0.18,-0.759754128,0.09,-0.571548283,4.16,-1.596855112,304,-0.731417035,26,-0.22291954,5,-0.720098387,0.05,-1.014307505,0.9,1.61836477,53520,-0.765709933,89.7,-0.790040693,0.11,-1.605834844,0.07,-1.779030894
University of Iowa,Iowa,43.50339052,-0.614729707,55.58185045,0.467434951,0.914759022,1.601308054,21973,-0.300279987,44.97637404,0.038320599,53.66824173,-0.072134998,1.355384233,1.022733563,8042,-0.089820342,43.89805097,-0.452041727,55.0691321,0.297306092,30015,-0.24662609,1.382642012,-0.803791903,6.486756622,-0.441206775,2.208895552,-0.619229603,54.45943695,0.802957333,0.103281692,-0.333001277,3.541562552,-0.648660674,0.049975012,-0.120815472,19.89659134,-0.619569677,73.68,0.104188254,88.6,0.329466889,43.83380621,-0.102854172,55.9213339,0.114481209,0.244859886,0.144654936,25729,-0.460483695,44.23806941,0.258342179,55.49981923,-0.265074493,0.262111352,0.200481783,22128,0.09197645,41.56044805,-0.556150069,57.66705292,0.204605115,0.772499034,1.065710843,5178,-0.020355908,GEDorHSDiplomaAccepted,Yes,3.82,0.373839987,55,0.059242727,Yes,51.49181906,0.429793243,47.64196343,-0.522085823,4.728530469,-0.551697702,38,0.93081082,28,-0.237160869,72,0.253262831,21,-0.004879567,10964,0.061043903,32927,0.163434121,32927,0.139619944,78471689,-0.539106922,42914548,-0.024247842,70.87257687,-0.029768489,52.10940796,-0.581071576,36.93128021,-0.467194426,73,0.610320118,10379,-0.253108158,5277,0.605324153,6363,-0.123935289,50,0.167771352,28993,0.336116165,231,-0.044105906,13196,0.390052244,15,-0.926177791,7.25,-0.965252481,1,Yes,0.785275994,0.31,-0.626357823,0.08,-0.333024991,0.06,-1.413086069,14.2,-1.330209523,17.8,0.692540865,0.35,-0.416484808,0.18,-0.759754128,0.09,-0.571548283,4.16,-1.596855112,304,-0.731417035,26,-0.22291954,5,-0.720098387,0.05,-1.014307505,0.9,1.61836477,53520,-0.765709933,89.7,-0.790040693,0.11,-1.605834844,0.07,-1.779030894
Kansas State University,Kansas,49.76073375,0.422961279,50.23926625,-0.413085826,0,-0.256262197,15046,-0.915985401,38.49443969,-0.724529974,61.50556031,0.796007941,0,-0.248704113,4676,-0.745314884,47.08954467,0.058072303,52.91045533,-0.045653978,19722,-0.955892654,1.68339925,-0.678051118,6.505425413,-0.439563055,2.083967143,-0.639257338,60.5973025,1.167118356,0.30422878,-0.036862583,1.419734307,-0.932390699,0.070986715,-0.10349822,20.98100369,-0.52845814,68.5,-0.291514914,86,-0.034846098,46.24342987,0.283902842,53.75657013,-0.203620134,0,-0.24365733,9703,-1.052895176,45.95385115,0.560115553,54.04614885,-0.525539147,0,-0.246166294,9231,-1.160832522,49.65612105,0.388327816,50.34387895,-0.460216469,0,-0.241001764,2908,-0.951284541,GEDorHSDiplomaAccepted,Yes,3.79,0.23827164,40,-0.726252356,Yes,44.69273743,-0.605856823,55.30726257,0.633390039,8.327794763,0.827906918,23,0.000563786,24,-0.563937849,76,0.554983892,21,-0.004879567,9489,-0.392998185,25560,-0.780408902,25560,-0.802713279,41629033,-0.999466012,25660208,-0.432238422,68.13994949,-0.267653951,33.69671863,-2.016789969,22.96092705,-1.606650152,75,0.74373226,5554,-1.267347706,4531,0.340995682,4470,-0.657604254,51,0.259399111,25521,-0.271785975,0,-0.679681185,0,-1.143222491,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.34,0.070377283,0.09,0.225779655,0.1,0.021739786,17.4,-1.005748192,18.6,0.891775288,0.39,1.395910619,0.21,0.247598444,0.1,-0.136292283,4.42,-0.9821841,425,0.298758704,29.5,0.32959563,5.9,0.078914892,0.07,-0.799052536,0.87,1.310844401,52850,-0.85007794,87.7,-0.915534521,0.11,-1.605834844,0.1,-0.307242104
Kansas University,Kansas,44.91450548,-0.380716449,53.31843459,0.094397369,0,-0.256262197,19241,-0.54311342,42.25257801,-0.282239476,57.74742199,0.379717444,0,-0.248704113,7467,-0.201795791,44.17028606,-0.408528892,54.55668713,0.215891327,26708,-0.474503728,2.961659428,-0.143635255,7.046577804,-0.39191652,3.036543358,-0.486546319,49.71544107,0.521494929,0.36318706,0.050025105,4.332035345,-0.542958968,0.059907144,-0.112629689,23.43825666,-0.322001533,67,-0.406100773,85,-0.174966478,44.87163663,0.063722958,55.12836337,-0.002041893,0,-0.24365733,16204,-0.812581496,42.86918645,0.017581702,57.13081355,0.027162577,0,-0.246166294,14234,-0.674843277,44.46937402,-0.216781588,55.53062598,0.010653319,0,-0.241001764,4457,-0.316038527,GEDorHSDiplomaAccepted,Yes,3.66,-0.349191197,40,-0.726252356,Yes,49.18347743,0.078181909,50.81652257,-0.043549187,5.410321709,-0.290365867,32,0.558712006,25,-0.482243604,75,0.479553627,21,-0.004879567,10092,-0.207379623,26960,-0.601044136,26960,-0.62363543,60831886,-0.759521098,49055584,0.120961122,67.05643718,-0.361977761,54.43950178,-0.39938391,36.50519031,-0.501947347,75.8,0.797097116,9455,-0.447337659,5022,0.514970587,7966,0.327977733,49.6,0.131120249,28493,0.248572654,313,0.181509561,11276,0.166962861,17,-0.263833721,7.25,-0.965252481,1,Yes,0.785275994,0.34,0.070377283,0.09,0.225779655,0.1,0.021739786,17.4,-1.005748192,18.6,0.891775288,0.39,1.395910619,0.21,0.247598444,0.1,-0.136292283,4.42,-0.9821841,425,0.298758704,29.5,0.32959563,5.9,0.078914892,0.07,-0.799052536,0.87,1.310844401,52850,-0.85007794,87.7,-0.915534521,0.11,-1.605834844,0.1,-0.307242104
University of Kentucky,Kentucky,42.1508687,-0.839026129,57.8491313,0.841109529,0,-0.256262197,22735,-0.232549725,35.63322742,-1.061262391,64.36677258,1.112945577,0,-0.248704113,8812,0.06012939,40.33030082,-1.022294901,59.66969918,1.028221822,31547,-0.141059552,1.220401306,-0.871621605,4.450502425,-0.620491683,4.846736615,-0.196347535,54.68031826,0.816062274,0.133134688,-0.289006475,2.580277047,-0.777203388,0.05388785,-0.117590621,24.25149701,-0.25367367,68.51,-0.290751008,84.5,-0.245026668,39.84802569,-0.742592484,59.31068796,0.612530048,0,-0.24365733,22109,-0.594299342,39.13913914,-0.638462676,60.05529339,0.551162819,0,-0.246166294,20979,-0.01963691,38.97046692,-0.858309,60.78204917,0.48739462,0,-0.241001764,6061,0.341763026,GEDorHSDiplomaAccepted,Yes,3.61,-0.575138442,50,-0.202588968,Yes,45.40540541,-0.497301774,54.05405405,0.44447997,4.06861667,-0.804643874,31.1,0.502897184,32.9,0.163140932,67.1,-0.11634547,20.7,-0.289042584,11849,0.333469155,32043,0.050178083,32043,0.026545074,200045252,0.979988086,32866551,-0.261839551,65.03607504,-0.537857863,32.70468161,-2.09414346,21.26984127,-1.744579191,56.5,-0.490330047,7084,-0.945733922,6259,0.953273964,9338,0.714767919,49.4,0.112794697,33788,1.175658435,280,0.090713092,17936,0.940804157,17,-0.263833721,7.25,-0.965252481,1,Yes,0.785275994,0.4,1.463847495,0.12,1.902193594,0.09,-0.336966678,47.3,2.025937371,18,0.742349471,0.38,0.942811762,0.27,2.262303587,0.16,2.475243718,5.04,0.483569852,259,-1.114540244,31.4,0.629532436,5.5,-0.276202121,0.09,-0.583797567,0.88,1.41335119,51490,-1.021332401,93.8,-0.532778345,0.13,-0.800884719,0.12,0.673950422
University of Louisville,Kentucky,43.38295333,-0.634702494,56.61704667,0.638047476,0,-0.256262197,15921,-0.83821115,45.20997375,0.065812651,54.79002625,0.052125526,0,-0.248704113,6096,-0.468784209,43.88881319,-0.453518253,56.11118681,0.462862678,22017,-0.79774957,0.976518145,-0.973584439,5.282281873,-0.547256474,11.07326157,0.801849733,46.24608257,0.315657064,0.104464732,-0.331257813,4.087750375,-0.575624657,0.036335559,-0.132056724,30.02915452,0.231760912,62.2,-0.772775523,78.3,-1.113773022,41.83576712,-0.423549742,58.16423288,0.444064136,0,-0.24365733,15819,-0.82681327,42.14009928,-0.110650865,57.85990072,0.157798408,0,-0.246166294,12691,-0.824729627,44.35346298,-0.230304295,55.64653702,0.021176101,0,-0.241001764,2931,-0.941852224,GEDorHSDiplomaAccepted,Yes,3.64,-0.439570095,50,-0.202588968,Yes,39.27083333,-1.431732381,60.72916667,1.450693996,6.029771999,-0.052929432,21.9,-0.06765433,34.6,0.302021148,65.4,-0.244576921,22.1,1.037051495,10970,0.062890853,31415,-0.030279827,31520,-0.040353294,80559585,-0.513018089,38742144,-0.122907167,72.70642202,0.129874609,76.58335355,1.327269634,55.68101623,1.062079303,61,-0.190152729,12692,0.233096209,2051,-0.537737038,9584,0.784119512,50,0.167771352,26252,-0.143797362,0,-0.679681185,0,-1.143222491,12.7,-1.687873472,7.25,-0.965252481,1,Yes,0.785275994,0.4,1.463847495,0.12,1.902193594,0.09,-0.336966678,47.3,2.025937371,18,0.742349471,0.38,0.942811762,0.27,2.262303587,0.16,2.475243718,5.04,0.483569852,259,-1.114540244,31.4,0.629532436,5.5,-0.276202121,0.09,-0.583797567,0.88,1.41335119,51490,-1.021332401,93.8,-0.532778345,0.13,-0.800884719,0.12,0.673950422
Louisiana State University,Louisiana,44.89532179,-0.38389779,55.10467821,0.388791348,0,-0.256262197,30952,0.497817158,39.05908096,-0.658078064,60.94091904,0.7334624,0,-0.248704113,6398,-0.409972756,43.89558233,-0.452436304,56.10441767,0.46178723,37350,0.25881161,1.354752343,-0.815452034,7.410977242,-0.359832451,14.45515395,1.344013422,51.95180723,0.654179065,0.444444444,0.169775313,4.037483266,-0.582346354,0.06961178,-0.104631403,23.1261426,-0.348225129,69.8,-0.192207169,83.5,-0.385147048,39.4332484,-0.809166376,60.5667516,0.797102395,0,-0.24365733,38853,0.024653474,37.96865971,-0.844327746,62.03134029,0.90522546,0,-0.246166294,29419,0.80022102,41.6565329,-0.544940375,58.3434671,0.266012198,0,-0.241001764,7401,0.89129799,GEDorHSDiplomaAccepted,Yes,3.77,0.147892742,50,-0.202588968,Yes,48.99799599,0.049928995,51.00200401,-0.015589505,3.224347377,-1.128253846,28,0.310646131,30,-0.073772379,70,0.1024023,21,-0.004879567,8038,-0.839652468,24715,-0.88866835,24715,-0.910799552,173237554,0.645018549,96271469,1.237412769,72.47699502,0.109902128,66.34405245,0.52886628,48.08417559,0.442462643,55.3,-0.570377332,13577,0.419127712,5317,0.619497262,6567,-0.066424212,42,-0.56525072,24784,-0.40082511,82,-0.454065718,13249,0.39621044,20,0.729682384,7.25,-0.965252481,1,Yes,0.785275994,0.4,1.463847495,0.1,0.784584301,0.12,0.739152713,41.2,1.407432959,14,-0.253822642,0.38,0.942811762,0.25,1.590735206,0.13,1.169475718,5.76,2.185735732,639,2.120722409,38.1,1.687204333,7.8,1.765720702,0.34,2.106889543,0.65,-0.944304971,50940,-1.090589719,92,-0.64572279,0.15,0.004065405,0.15,2.145739212
